# this file contains the average of dx^2, dy^2, and dz^2 of the particle ensemble over time
# number of particles: 2000

time,x,y,z
+7.600000e-13,+3.653229e-16,+2.013260e-16,+3.360204e-16
+7.610000e-13,+3.658812e-16,+2.020853e-16,+3.361439e-16
+7.620000e-13,+3.656326e-16,+2.023711e-16,+3.363763e-16
+7.630000e-13,+3.660329e-16,+2.024359e-16,+3.366896e-16
+7.640000e-13,+3.668414e-16,+2.030323e-16,+3.377052e-16
+7.650000e-13,+3.685893e-16,+2.026473e-16,+3.388964e-16
+7.660000e-13,+3.682896e-16,+2.026282e-16,+3.385171e-16
+7.670000e-13,+3.680366e-16,+2.022059e-16,+3.392071e-16
+7.680000e-13,+3.697658e-16,+2.015886e-16,+3.403112e-16
+7.690000e-13,+3.698745e-16,+2.028441e-16,+3.416190e-16
+7.700000e-13,+3.709136e-16,+2.030503e-16,+3.418027e-16
+7.710000e-13,+3.702191e-16,+2.041373e-16,+3.429576e-16
+7.720000e-13,+3.711509e-16,+2.049778e-16,+3.434854e-16
+7.730000e-13,+3.714260e-16,+2.055204e-16,+3.448974e-16
+7.740000e-13,+3.712242e-16,+2.055455e-16,+3.447615e-16
+7.750000e-13,+3.705221e-16,+2.046946e-16,+3.460805e-16
+7.760000e-13,+3.712008e-16,+2.046844e-16,+3.470315e-16
+7.770000e-13,+3.721379e-16,+2.047122e-16,+3.475506e-16
+7.780000e-13,+3.741692e-16,+2.049493e-16,+3.481392e-16
+7.790000e-13,+3.758489e-16,+2.050228e-16,+3.485610e-16
+7.800000e-13,+3.764854e-16,+2.056981e-16,+3.489865e-16
+7.810000e-13,+3.781581e-16,+2.058399e-16,+3.499224e-16
+7.820000e-13,+3.786876e-16,+2.058089e-16,+3.507512e-16
+7.830000e-13,+3.787687e-16,+2.056271e-16,+3.518516e-16
+7.840000e-13,+3.778562e-16,+2.055486e-16,+3.524455e-16
+7.850000e-13,+3.783622e-16,+2.058482e-16,+3.527594e-16
+7.860000e-13,+3.803325e-16,+2.066615e-16,+3.526058e-16
+7.870000e-13,+3.815755e-16,+2.066061e-16,+3.531201e-16
+7.880000e-13,+3.805112e-16,+2.063046e-16,+3.529724e-16
+7.890000e-13,+3.819197e-16,+2.066711e-16,+3.533194e-16
+7.900000e-13,+3.809448e-16,+2.067959e-16,+3.522087e-16
+7.910000e-13,+3.817878e-16,+2.072114e-16,+3.532442e-16
+7.920000e-13,+3.813322e-16,+2.076968e-16,+3.538053e-16
+7.930000e-13,+3.810852e-16,+2.091174e-16,+3.543027e-16
+7.940000e-13,+3.830990e-16,+2.087634e-16,+3.568147e-16
+7.950000e-13,+3.851421e-16,+2.090122e-16,+3.569355e-16
+7.960000e-13,+3.844055e-16,+2.090459e-16,+3.563213e-16
+7.970000e-13,+3.836004e-16,+2.083236e-16,+3.566692e-16
+7.980000e-13,+3.850066e-16,+2.084991e-16,+3.578757e-16
+7.990000e-13,+3.854297e-16,+2.085062e-16,+3.597679e-16
+8.000000e-13,+3.860442e-16,+2.086936e-16,+3.585929e-16
+8.010000e-13,+3.874665e-16,+2.096134e-16,+3.589141e-16
+8.020000e-13,+3.893363e-16,+2.097866e-16,+3.589132e-16
+8.030000e-13,+3.890517e-16,+2.105232e-16,+3.603915e-16
+8.040000e-13,+3.893796e-16,+2.103244e-16,+3.607355e-16
+8.050000e-13,+3.912880e-16,+2.106268e-16,+3.613356e-16
+8.060000e-13,+3.910209e-16,+2.100598e-16,+3.604789e-16
+8.070000e-13,+3.914344e-16,+2.106121e-16,+3.602408e-16
+8.080000e-13,+3.919293e-16,+2.106470e-16,+3.611905e-16
+8.090000e-13,+3.932209e-16,+2.108706e-16,+3.607261e-16
+8.100000e-13,+3.935285e-16,+2.104755e-16,+3.604638e-16
+8.110000e-13,+3.936787e-16,+2.112254e-16,+3.615744e-16
+8.120000e-13,+3.947911e-16,+2.118105e-16,+3.608908e-16
+8.130000e-13,+3.944593e-16,+2.125447e-16,+3.610956e-16
+8.140000e-13,+3.939871e-16,+2.122163e-16,+3.620719e-16
+8.150000e-13,+3.941566e-16,+2.121177e-16,+3.622144e-16
+8.160000e-13,+3.940989e-16,+2.117168e-16,+3.633540e-16
+8.170000e-13,+3.927527e-16,+2.118630e-16,+3.634252e-16
+8.180000e-13,+3.941858e-16,+2.120363e-16,+3.643204e-16
+8.190000e-13,+3.949821e-16,+2.120883e-16,+3.647840e-16
+8.200000e-13,+3.955499e-16,+2.123817e-16,+3.647019e-16
+8.210000e-13,+3.961378e-16,+2.119235e-16,+3.655444e-16
+8.220000e-13,+3.966027e-16,+2.126604e-16,+3.659196e-16
+8.230000e-13,+3.963853e-16,+2.132698e-16,+3.673796e-16
+8.240000e-13,+3.968887e-16,+2.136844e-16,+3.663208e-16
+8.250000e-13,+3.968753e-16,+2.134238e-16,+3.660680e-16
+8.260000e-13,+3.965688e-16,+2.125808e-16,+3.672968e-16
+8.270000e-13,+3.957263e-16,+2.132572e-16,+3.674596e-16
+8.280000e-13,+3.965774e-16,+2.133237e-16,+3.670309e-16
+8.290000e-13,+3.973609e-16,+2.136966e-16,+3.692499e-16
+8.300000e-13,+3.988255e-16,+2.134274e-16,+3.700349e-16
+8.310000e-13,+4.000099e-16,+2.136218e-16,+3.693525e-16
+8.320000e-13,+3.993484e-16,+2.143609e-16,+3.692152e-16
+8.330000e-13,+4.003208e-16,+2.139648e-16,+3.701976e-16
+8.340000e-13,+4.008620e-16,+2.144867e-16,+3.708597e-16
+8.350000e-13,+4.015497e-16,+2.155650e-16,+3.720411e-16
+8.360000e-13,+4.017278e-16,+2.166477e-16,+3.716428e-16
+8.370000e-13,+4.020685e-16,+2.162374e-16,+3.717388e-16
+8.380000e-13,+4.029919e-16,+2.171773e-16,+3.737050e-16
+8.390000e-13,+4.043390e-16,+2.159170e-16,+3.737326e-16
+8.400000e-13,+4.038757e-16,+2.160606e-16,+3.735044e-16
+8.410000e-13,+4.053686e-16,+2.163789e-16,+3.747023e-16
+8.420000e-13,+4.056081e-16,+2.165378e-16,+3.752058e-16
+8.430000e-13,+4.059246e-16,+2.158018e-16,+3.766648e-16
+8.440000e-13,+4.063278e-16,+2.160237e-16,+3.727924e-16
+8.450000e-13,+4.066482e-16,+2.165005e-16,+3.742623e-16
+8.460000e-13,+4.068369e-16,+2.178838e-16,+3.758656e-16
+8.470000e-13,+4.084312e-16,+2.183235e-16,+3.758378e-16
+8.480000e-13,+4.079429e-16,+2.182033e-16,+3.763523e-16
+8.490000e-13,+4.079735e-16,+2.183663e-16,+3.761720e-16
+8.500000e-13,+4.082375e-16,+2.187922e-16,+3.757850e-16
+8.510000e-13,+4.091375e-16,+2.195373e-16,+3.766373e-16
+8.520000e-13,+4.094322e-16,+2.193294e-16,+3.762301e-16
+8.530000e-13,+4.094859e-16,+2.192282e-16,+3.762149e-16
+8.540000e-13,+4.111641e-16,+2.188164e-16,+3.756997e-16
+8.550000e-13,+4.111659e-16,+2.200282e-16,+3.743990e-16
+8.560000e-13,+4.120019e-16,+2.210611e-16,+3.742993e-16
+8.570000e-13,+4.147089e-16,+2.213614e-16,+3.757059e-16
+8.580000e-13,+4.165278e-16,+2.201525e-16,+3.757484e-16
+8.590000e-13,+4.160637e-16,+2.208300e-16,+3.749750e-16
+8.600000e-13,+4.155365e-16,+2.211716e-16,+3.756582e-16
+8.610000e-13,+4.173643e-16,+2.212131e-16,+3.754630e-16
+8.620000e-13,+4.177592e-16,+2.215059e-16,+3.766235e-16
+8.630000e-13,+4.186223e-16,+2.217988e-16,+3.786211e-16
+8.640000e-13,+4.189576e-16,+2.223757e-16,+3.771210e-16
+8.650000e-13,+4.181774e-16,+2.220015e-16,+3.775824e-16
+8.660000e-13,+4.194227e-16,+2.218697e-16,+3.775903e-16
+8.670000e-13,+4.182372e-16,+2.216828e-16,+3.784549e-16
+8.680000e-13,+4.174430e-16,+2.223857e-16,+3.801557e-16
+8.690000e-13,+4.174706e-16,+2.215225e-16,+3.821354e-16
+8.700000e-13,+4.177511e-16,+2.222975e-16,+3.817511e-16
+8.710000e-13,+4.166647e-16,+2.221357e-16,+3.835195e-16
+8.720000e-13,+4.164412e-16,+2.228357e-16,+3.840705e-16
+8.730000e-13,+4.176823e-16,+2.228452e-16,+3.839244e-16
+8.740000e-13,+4.177054e-16,+2.226647e-16,+3.840415e-16
+8.750000e-13,+4.166010e-16,+2.221045e-16,+3.837020e-16
+8.760000e-13,+4.167217e-16,+2.228551e-16,+3.844477e-16
+8.770000e-13,+4.160370e-16,+2.227599e-16,+3.848865e-16
+8.780000e-13,+4.168414e-16,+2.239605e-16,+3.849166e-16
+8.790000e-13,+4.157961e-16,+2.244329e-16,+3.856157e-16
+8.800000e-13,+4.155082e-16,+2.241064e-16,+3.869590e-16
+8.810000e-13,+4.169927e-16,+2.242410e-16,+3.870645e-16
+8.820000e-13,+4.167095e-16,+2.245601e-16,+3.869667e-16
+8.830000e-13,+4.172727e-16,+2.243824e-16,+3.863086e-16
+8.840000e-13,+4.193625e-16,+2.251832e-16,+3.860258e-16
+8.850000e-13,+4.195293e-16,+2.251686e-16,+3.861893e-16
+8.860000e-13,+4.200701e-16,+2.249197e-16,+3.853350e-16
+8.870000e-13,+4.216994e-16,+2.248736e-16,+3.865315e-16
+8.880000e-13,+4.235072e-16,+2.243631e-16,+3.872938e-16
+8.890000e-13,+4.243583e-16,+2.244255e-16,+3.877922e-16
+8.900000e-13,+4.251415e-16,+2.250313e-16,+3.880905e-16
+8.910000e-13,+4.254699e-16,+2.252331e-16,+3.887039e-16
+8.920000e-13,+4.255052e-16,+2.251977e-16,+3.879444e-16
+8.930000e-13,+4.251101e-16,+2.253328e-16,+3.890556e-16
+8.940000e-13,+4.247838e-16,+2.254891e-16,+3.889528e-16
+8.950000e-13,+4.247228e-16,+2.270507e-16,+3.888303e-16
+8.960000e-13,+4.251102e-16,+2.274047e-16,+3.892795e-16
+8.970000e-13,+4.263830e-16,+2.273862e-16,+3.893779e-16
+8.980000e-13,+4.266459e-16,+2.274345e-16,+3.896526e-16
+8.990000e-13,+4.265763e-16,+2.274697e-16,+3.911148e-16
+9.000000e-13,+4.258654e-16,+2.279357e-16,+3.909306e-16
+9.010000e-13,+4.265437e-16,+2.283402e-16,+3.919514e-16
+9.020000e-13,+4.266542e-16,+2.296054e-16,+3.911801e-16
+9.030000e-13,+4.268719e-16,+2.297759e-16,+3.911638e-16
+9.040000e-13,+4.261004e-16,+2.302174e-16,+3.897992e-16
+9.050000e-13,+4.288535e-16,+2.311984e-16,+3.913635e-16
+9.060000e-13,+4.287085e-16,+2.316175e-16,+3.908202e-16
+9.070000e-13,+4.295376e-16,+2.320977e-16,+3.923155e-16
+9.080000e-13,+4.293162e-16,+2.324540e-16,+3.916128e-16
+9.090000e-13,+4.289390e-16,+2.320142e-16,+3.924980e-16
+9.100000e-13,+4.290014e-16,+2.326706e-16,+3.932074e-16
+9.110000e-13,+4.292846e-16,+2.331800e-16,+3.920014e-16
+9.120000e-13,+4.292590e-16,+2.328786e-16,+3.930770e-16
+9.130000e-13,+4.315649e-16,+2.327803e-16,+3.940121e-16
+9.140000e-13,+4.322420e-16,+2.327098e-16,+3.954108e-16
+9.150000e-13,+4.317128e-16,+2.324497e-16,+3.956039e-16
+9.160000e-13,+4.335928e-16,+2.334090e-16,+3.963194e-16
+9.170000e-13,+4.341746e-16,+2.330267e-16,+3.962210e-16
+9.180000e-13,+4.341859e-16,+2.342481e-16,+3.969231e-16
+9.190000e-13,+4.343127e-16,+2.347528e-16,+3.968129e-16
+9.200000e-13,+4.351600e-16,+2.347957e-16,+3.972734e-16
+9.210000e-13,+4.356593e-16,+2.347695e-16,+4.002109e-16
+9.220000e-13,+4.376769e-16,+2.344686e-16,+4.005406e-16
+9.230000e-13,+4.388155e-16,+2.344138e-16,+4.014270e-16
+9.240000e-13,+4.402409e-16,+2.353682e-16,+4.007810e-16
+9.250000e-13,+4.403960e-16,+2.351501e-16,+4.007738e-16
+9.260000e-13,+4.413964e-16,+2.362029e-16,+4.012982e-16
+9.270000e-13,+4.410542e-16,+2.369733e-16,+4.004376e-16
+9.280000e-13,+4.409612e-16,+2.373608e-16,+4.014114e-16
+9.290000e-13,+4.407540e-16,+2.374131e-16,+4.012267e-16
+9.300000e-13,+4.408120e-16,+2.379365e-16,+4.017331e-16
+9.310000e-13,+4.406357e-16,+2.379427e-16,+4.001209e-16
+9.320000e-13,+4.420657e-16,+2.378040e-16,+4.003445e-16
+9.330000e-13,+4.425156e-16,+2.380505e-16,+4.006401e-16
+9.340000e-13,+4.433837e-16,+2.388952e-16,+4.015693e-16
+9.350000e-13,+4.449714e-16,+2.383745e-16,+4.016957e-16
+9.360000e-13,+4.466812e-16,+2.398463e-16,+4.030213e-16
+9.370000e-13,+4.465099e-16,+2.395791e-16,+4.042567e-16
+9.380000e-13,+4.476735e-16,+2.404664e-16,+4.042337e-16
+9.390000e-13,+4.481432e-16,+2.397344e-16,+4.039132e-16
+9.400000e-13,+4.465503e-16,+2.391625e-16,+4.081410e-16
+9.410000e-13,+4.457439e-16,+2.398637e-16,+4.077655e-16
+9.420000e-13,+4.470049e-16,+2.394074e-16,+4.068274e-16
+9.430000e-13,+4.488237e-16,+2.400240e-16,+4.067292e-16
+9.440000e-13,+4.487840e-16,+2.393095e-16,+4.073429e-16
+9.450000e-13,+4.497141e-16,+2.389840e-16,+4.065102e-16
+9.460000e-13,+4.492441e-16,+2.393376e-16,+4.066405e-16
+9.470000e-13,+4.484220e-16,+2.394889e-16,+4.082485e-16
+9.480000e-13,+4.488928e-16,+2.393442e-16,+4.084562e-16
+9.490000e-13,+4.488165e-16,+2.388554e-16,+4.106472e-16
+9.500000e-13,+4.496690e-16,+2.386673e-16,+4.106415e-16
+9.510000e-13,+4.517549e-16,+2.376891e-16,+4.105954e-16
+9.520000e-13,+4.530972e-16,+2.377026e-16,+4.099704e-16
+9.530000e-13,+4.539424e-16,+2.376664e-16,+4.083875e-16
+9.540000e-13,+4.556137e-16,+2.377098e-16,+4.086653e-16
+9.550000e-13,+4.544022e-16,+2.378850e-16,+4.092144e-16
+9.560000e-13,+4.548413e-16,+2.383927e-16,+4.102273e-16
+9.570000e-13,+4.543872e-16,+2.392531e-16,+4.111294e-16
+9.580000e-13,+4.549098e-16,+2.400356e-16,+4.117971e-16
+9.590000e-13,+4.557365e-16,+2.410520e-16,+4.134374e-16
+9.600000e-13,+4.566076e-16,+2.415788e-16,+4.131513e-16
+9.610000e-13,+4.574142e-16,+2.413955e-16,+4.138753e-16
+9.620000e-13,+4.574014e-16,+2.425301e-16,+4.158389e-16
+9.630000e-13,+4.591124e-16,+2.421504e-16,+4.192506e-16
+9.640000e-13,+4.597410e-16,+2.428194e-16,+4.216394e-16
+9.650000e-13,+4.597662e-16,+2.425438e-16,+4.215986e-16
+9.660000e-13,+4.626404e-16,+2.418373e-16,+4.207594e-16
+9.670000e-13,+4.623235e-16,+2.417997e-16,+4.213464e-16
+9.680000e-13,+4.621397e-16,+2.437170e-16,+4.220579e-16
+9.690000e-13,+4.628160e-16,+2.435503e-16,+4.230850e-16
+9.700000e-13,+4.619903e-16,+2.440321e-16,+4.232211e-16
+9.710000e-13,+4.624556e-16,+2.438316e-16,+4.235635e-16
+9.720000e-13,+4.640857e-16,+2.433154e-16,+4.219672e-16
+9.730000e-13,+4.647298e-16,+2.437938e-16,+4.219788e-16
+9.740000e-13,+4.658720e-16,+2.437319e-16,+4.221993e-16
+9.750000e-13,+4.668294e-16,+2.432441e-16,+4.226255e-16
+9.760000e-13,+4.667783e-16,+2.429894e-16,+4.230458e-16
+9.770000e-13,+4.663327e-16,+2.436180e-16,+4.244948e-16
+9.780000e-13,+4.662700e-16,+2.441604e-16,+4.248072e-16
+9.790000e-13,+4.669456e-16,+2.439788e-16,+4.256317e-16
+9.800000e-13,+4.666010e-16,+2.440651e-16,+4.261961e-16
+9.810000e-13,+4.669245e-16,+2.437871e-16,+4.266203e-16
+9.820000e-13,+4.675253e-16,+2.432077e-16,+4.273723e-16
+9.830000e-13,+4.677605e-16,+2.432763e-16,+4.294105e-16
+9.840000e-13,+4.701715e-16,+2.436805e-16,+4.308012e-16
+9.850000e-13,+4.699285e-16,+2.444324e-16,+4.298070e-16
+9.860000e-13,+4.723036e-16,+2.446063e-16,+4.298292e-16
+9.870000e-13,+4.711975e-16,+2.444374e-16,+4.302509e-16
+9.880000e-13,+4.738575e-16,+2.436718e-16,+4.302004e-16
+9.890000e-13,+4.743530e-16,+2.431478e-16,+4.304784e-16
+9.900000e-13,+4.748404e-16,+2.430980e-16,+4.307601e-16
+9.910000e-13,+4.761959e-16,+2.427729e-16,+4.314983e-16
+9.920000e-13,+4.769833e-16,+2.436130e-16,+4.311119e-16
+9.930000e-13,+4.745640e-16,+2.435054e-16,+4.297867e-16
+9.940000e-13,+4.726493e-16,+2.437745e-16,+4.297450e-16
+9.950000e-13,+4.729676e-16,+2.437467e-16,+4.298995e-16
+9.960000e-13,+4.738206e-16,+2.438394e-16,+4.293321e-16
+9.970000e-13,+4.743796e-16,+2.439849e-16,+4.317867e-16
+9.980000e-13,+4.755251e-16,+2.443391e-16,+4.334987e-16
+9.990000e-13,+4.751859e-16,+2.447745e-16,+4.350443e-16
+1.000000e-12,+4.761329e-16,+2.456169e-16,+4.351744e-16
